Dates	Bayonetta	Bowser	Bowser.Jr.	Captain.Falcon	Charizard	Cloud	Corrin	Dark.Pit	Diddy.Kong	Donkey.Kong	Dr..Mario	Duck.Hunt.Duo	Falco	Fox	Ganondorf	Greninja	Ike	Jigglypuff	King.Dedede	Kirby	Link	Little.Mac	Lucario	Lucas	Lucina	Luigi	Mario	Marth	Megaman	Metaknight	Mewtwo	Mii.Brawler	Mii.Gunner	Mii.Swordsman	Mr..Game.And.Watch	Ness	Olimar	Pacman	Palutena	Peach	Pikachu	Pit	R.O.B.	Robin	Rosalina.And.Luma	Roy	Ryu	Samus	Sheik	Shulk	Sonic	Toon.Link	Villager	Wario	Wii.Fit.Trainer	Yoshi	Zelda	Zero.Suit.Samus
2014-11-19	NA	0.0215827338129496	0.0179856115107914	0.0575539568345324	0.0107913669064748	NA	NA	0.0143884892086331	0.039568345323741	0.0179856115107914	0.00719424460431655	0.0143884892086331	0.0179856115107914	0.0287769784172662	0.00719424460431655	0.0179856115107914	0.0107913669064748	0.0287769784172662	0.0323741007194245	0.0179856115107914	0.039568345323741	0.0215827338129496	0.0215827338129496	NA	0.0215827338129496	0.00359712230215827	0.0287769784172662	0.0251798561151079	0.0359712230215827	0.0107913669064748	NA	0.0107913669064748	0.00359712230215827	0.00359712230215827	0.00359712230215827	0.039568345323741	0.0179856115107914	0.0215827338129496	0.00719424460431655	0.00359712230215827	0.0359712230215827	0.0107913669064748	0.00359712230215827	0.0179856115107914	0.0251798561151079	NA	NA	0.0107913669064748	0.0575539568345324	0.0359712230215827	0.0179856115107914	0.0107913669064748	0.0143884892086331	0.00359712230215827	0.0107913669064748	0.0251798561151079	0.00359712230215827	0.0323741007194245
2014-11-26	NA	0.026890756302521	0.0117647058823529	0.0470588235294118	0.00840336134453781	NA	NA	0.0134453781512605	0.0420168067226891	0.0151260504201681	0.0168067226890756	0.0117647058823529	0.0184873949579832	0.0302521008403361	0.0285714285714286	0.0201680672268908	0.0134453781512605	0.0252100840336134	0.0235294117647059	0.0134453781512605	0.0235294117647059	0.0235294117647059	0.0100840336134454	NA	0.0201680672268908	0.0184873949579832	0.0285714285714286	0.0336134453781513	0.0336134453781513	0.00336134453781513	NA	0.00168067226890756	0.00336134453781513	0.00168067226890756	0.00504201680672269	0.0453781512605042	0.0151260504201681	0.0151260504201681	0.00504201680672269	0.00504201680672269	0.0201680672268908	0.0100840336134454	0.0184873949579832	0.0117647058823529	0.0285714285714286	NA	NA	0.0218487394957983	0.0504201680672269	0.0436974789915966	0.0235294117647059	0.0168067226890756	0.0168067226890756	0.00672268907563025	0.00840336134453781	0.0336134453781513	0.0134453781512605	0.0168067226890756
2014-12-03	NA	0.0100896860986547	0.0112107623318386	0.0683856502242152	0.00896860986547085	NA	NA	0.0134529147982063	0.0325112107623318	0.0134529147982063	0.0112107623318386	0.0179372197309417	0.0112107623318386	0.0336322869955157	0.0246636771300448	0.0213004484304933	0.015695067264574	0.0224215246636771	0.0246636771300448	0.007847533632287	0.0246636771300448	0.023542600896861	0.0168161434977578	NA	0.0168161434977578	0.0280269058295964	0.0257847533632287	0.047085201793722	0.023542600896861	0.00560538116591928	NA	0.007847533632287	0.00448430493273543	0.00336322869955157	0.00896860986547085	0.039237668161435	0.007847533632287	0.0123318385650224	0.00896860986547085	0.00896860986547085	0.0246636771300448	0.00672645739910314	0.0145739910313901	0.0224215246636771	0.015695067264574	NA	NA	0.0201793721973094	0.0437219730941704	0.047085201793722	0.0269058295964126	0.015695067264574	0.0179372197309417	0.00896860986547085	0.0123318385650224	0.0325112107623318	0.0100896860986547	0.0179372197309417
2014-12-10	NA	0.0130718954248366	0.0108932461873638	0.065359477124183	0.00980392156862745	NA	NA	0.0152505446623094	0.0305010893246187	0.0185185185185185	0.00871459694989107	0.0152505446623094	0.0119825708061002	0.0359477124183007	0.0261437908496732	0.0228758169934641	0.0163398692810458	0.0239651416122004	0.0206971677559913	0.0119825708061002	0.0250544662309368	0.0206971677559913	0.0163398692810458	NA	0.0261437908496732	0.0261437908496732	0.0315904139433551	0.0337690631808279	0.0261437908496732	0.0065359477124183	NA	0.0065359477124183	0.00326797385620915	0	0.0152505446623094	0.0272331154684096	0.0108932461873638	0.0119825708061002	0.0130718954248366	0.0130718954248366	0.0239651416122004	0.00980392156862745	0.0196078431372549	0.0185185185185185	0.0152505446623094	NA	NA	0.014161220043573	0.037037037037037	0.0403050108932462	0.0239651416122004	0.0152505446623094	0.0217864923747277	0.0119825708061002	0.0152505446623094	0.0305010893246187	0.0065359477124183	0.0250544662309368
2014-12-17	NA	0.0136208853575482	0.0136208853575482	0.0646992054483541	0.0113507377979569	NA	NA	0.0147559591373439	0.0306469920544835	0.0158910329171396	0.00681044267877412	0.0136208853575482	0.0272417707150965	0.036322360953462	0.0238365493757094	0.0204313280363224	0.0136208853575482	0.0249716231555051	0.0204313280363224	0.0170261066969353	0.0238365493757094	0.021566401816118	0.0102156640181612	NA	0.0249716231555051	0.0340522133938706	0.0374574347332577	0.0295119182746879	0.0295119182746879	0.00794551645856981	NA	0.00794551645856981	0.00113507377979569	0.00340522133938706	0.00454029511918275	0.0351872871736663	0.0124858115777526	0.0124858115777526	0.0102156640181612	0.0147559591373439	0.0192962542565267	0.0136208853575482	0.0136208853575482	0.0192962542565267	0.0147559591373439	NA	NA	0.00908059023836549	0.0465380249716232	0.0374574347332577	0.0204313280363224	0.0158910329171396	0.0227014755959137	0.0113507377979569	0.0113507377979569	0.0261066969353008	0.00908059023836549	0.0192962542565267
2014-12-24	NA	0.0161104718066743	0.0126582278481013	0.0736478711162255	0.00920598388952819	NA	NA	0.00690448791714614	0.0310701956271577	0.0172612197928654	0.0103567318757192	0.0138089758342923	0.0138089758342923	0.0322209436133487	0.0207134637514384	0.0276179516685846	0.0126582278481013	0.0207134637514384	0.0149597238204833	0.0138089758342923	0.0310701956271577	0.0287686996547756	0.0149597238204833	NA	0.0207134637514384	0.0345224395857307	0.0299194476409666	0.0345224395857307	0.0253164556962025	0.00575373993095512	NA	0.0115074798619102	0.0046029919447641	0.00115074798619102	0.0138089758342923	0.0345224395857307	0.0149597238204833	0.0138089758342923	0.00805523590333717	0.00690448791714614	0.0310701956271577	0.0115074798619102	0.0195627157652474	0.0149597238204833	0.0218642117376295	NA	NA	0.00920598388952819	0.0299194476409666	0.0345224395857307	0.0184119677790564	0.0184119677790564	0.0276179516685846	0.0103567318757192	0.00690448791714614	0.0264672036823936	0.0115074798619102	0.0253164556962025
2014-12-31	NA	0.0168141592920354	0.0132743362831858	0.0699115044247788	0.0132743362831858	NA	NA	0.0106194690265487	0.0256637168141593	0.0176991150442478	0.0123893805309735	0.00973451327433628	0.0132743362831858	0.0407079646017699	0.0247787610619469	0.020353982300885	0.0150442477876106	0.0265486725663717	0.0212389380530973	0.0141592920353982	0.0247787610619469	0.0247787610619469	0.0185840707964602	NA	0.0212389380530973	0.0309734513274336	0.0353982300884956	0.0327433628318584	0.0265486725663717	0.0115044247787611	NA	0.00707964601769911	0.00442477876106195	0.00265486725663717	0.0132743362831858	0.0353982300884956	0.0115044247787611	0.0150442477876106	0.0106194690265487	0.0115044247787611	0.0185840707964602	0.0079646017699115	0.0230088495575221	0.0168141592920354	0.0176991150442478	NA	NA	0.015929203539823	0.036283185840708	0.0283185840707965	0.015929203539823	0.0212389380530973	0.0176991150442478	0.00707964601769911	0.0079646017699115	0.0256637168141593	0.0115044247787611	0.0247787610619469
2015-01-07	NA	0.0147058823529412	0.0100267379679144	0.070855614973262	0.0053475935828877	NA	NA	0.00668449197860963	0.0401069518716578	0.0153743315508021	0.0113636363636364	0.0120320855614973	0.0233957219251337	0.0374331550802139	0.0260695187165775	0.018048128342246	0.017379679144385	0.0274064171122995	0.0200534759358289	0.018716577540107	0.0167112299465241	0.0200534759358289	0.0140374331550802	NA	0.0147058823529412	0.0340909090909091	0.0340909090909091	0.0421122994652406	0.0287433155080214	0.00868983957219251	NA	0.00935828877005348	0.00267379679144385	0.00133689839572193	0.0106951871657754	0.0414438502673797	0.0106951871657754	0.0100267379679144	0.00668449197860963	0.0100267379679144	0.0240641711229947	0.0113636363636364	0.0193850267379679	0.018048128342246	0.0200534759358289	NA	NA	0.00868983957219251	0.0374331550802139	0.0394385026737968	0.0147058823529412	0.00935828877005348	0.0267379679144385	0.0140374331550802	0.00735294117647059	0.0260695187165775	0.00401069518716578	0.0280748663101604
2015-01-14	NA	0.0117719950433705	0.0123915737298637	0.0644361833952912	0.00371747211895911	NA	NA	0.0142503097893432	0.0415117719950434	0.0161090458488228	0.0130111524163569	0.00619578686493185	0.0198265179677819	0.0433705080545229	0.0229244114002478	0.0148698884758364	0.0136307311028501	0.0266418835192069	0.0216852540272615	0.0192069392812887	0.0204460966542751	0.0161090458488228	0.0130111524163569	NA	0.0161090458488228	0.0260223048327138	0.0396530359355638	0.0384138785625774	0.0185873605947955	0.0123915737298637	NA	0.0080545229244114	0.00247831474597274	0.00185873605947955	0.0123915737298637	0.047087980173482	0.00991325898389095	0.0105328376703841	0.00681536555142503	0.0136307311028501	0.0216852540272615	0.0142503097893432	0.0173482032218092	0.0148698884758364	0.0241635687732342	NA	NA	0.0111524163568773	0.0427509293680297	0.0365551425030979	0.0148698884758364	0.0185873605947955	0.0247831474597274	0.00991325898389095	0.00867410161090459	0.0297397769516729	0.00681536555142503	0.0247831474597274
2015-01-21	NA	0.0149253731343284	0.00932835820895522	0.0634328358208955	0.00621890547263682	NA	NA	0.0105721393034826	0.0323383084577114	0.0180348258706468	0.0130597014925373	0.00808457711442786	0.0205223880597015	0.0398009950248756	0.0267412935323383	0.0161691542288557	0.0174129353233831	0.0323383084577114	0.0199004975124378	0.0186567164179104	0.0192786069651741	0.0180348258706468	0.00932835820895522	NA	0.013681592039801	0.0304726368159204	0.0223880597014925	0.041044776119403	0.0211442786069652	0.015547263681592	NA	0.00559701492537313	0.00373134328358209	0.00124378109452736	0.00995024875621891	0.0422885572139304	0.0143034825870647	0.013681592039801	0.00746268656716418	0.0124378109452736	0.0223880597014925	0.0149253731343284	0.0211442786069652	0.0174129353233831	0.029228855721393	NA	NA	0.0130597014925373	0.0354477611940298	0.0354477611940298	0.0161691542288557	0.0186567164179104	0.0230099502487562	0.0105721393034826	0.00870646766169154	0.0298507462686567	0.0068407960199005	0.0279850746268657
2015-01-28	NA	0.0130340333091962	0.0115858073859522	0.0593772628530051	0.00941346850108617	NA	NA	0.0108616944243302	0.0347574221578566	0.0173787110789283	0.0123099203475742	0.0115858073859522	0.0159304851556843	0.0340333091962346	0.0253439536567705	0.0130340333091962	0.0130340333091962	0.0340333091962346	0.0181028240405503	0.0188269370021723	0.0246198406951484	0.0181028240405503	0.00724112961622013	NA	0.0144822592324403	0.0362056480811007	0.0354815351194786	0.0318609703113686	0.0209992758870384	0.00868935553946416	NA	0.0108616944243302	0.00362056480811007	0.00362056480811007	0.0130340333091962	0.0441708906589428	0.0159304851556843	0.0144822592324403	0.0101375814627082	0.0130340333091962	0.0304127443881245	0.0123099203475742	0.0188269370021723	0.0123099203475742	0.0217233888486604	NA	NA	0.0144822592324403	0.0419985517740768	0.0340333091962346	0.0173787110789283	0.0152063721940623	0.0260680666183925	0.00796524257784214	0.00868935553946416	0.0275162925416365	0.00941346850108617	0.0224475018102824
2015-02-04	NA	0.0105750165234633	0.00859220092531395	0.0641110376734964	0.0092531394580304	NA	NA	0.0138797091870456	0.0350297422339722	0.0132187706543291	0.0125578321216127	0.00859220092531395	0.015862524785195	0.0429610046265697	0.0270984798413748	0.0152015862524785	0.0092531394580304	0.0277594183740912	0.0204890945142102	0.0211500330469266	0.0251156642432254	0.0152015862524785	0.0092531394580304	NA	0.0118968935888962	0.0290812954395241	0.0383344348975545	0.0370125578321216	0.0211500330469266	0.0118968935888962	NA	0.0105750165234633	0.00132187706543291	0.00132187706543291	0.00859220092531395	0.0363516192994052	0.0125578321216127	0.0152015862524785	0.00660938532716457	0.0152015862524785	0.0290812954395241	0.0138797091870456	0.0257766027759418	0.0125578321216127	0.0251156642432254	NA	NA	0.0092531394580304	0.0495703899537343	0.0356906807666887	0.0191672174487773	0.0152015862524785	0.0224719101123595	0.00793126239259749	0.00594844679444812	0.030403172504957	0.0125578321216127	0.023132848645076
2015-02-11	NA	0.0141242937853107	0.00847457627118644	0.0706214689265537	0.00847457627118644	NA	NA	0.0134180790960452	0.0353107344632768	0.0169491525423729	0.0112994350282486	0.0120056497175141	0.0211864406779661	0.0360169491525424	0.0254237288135593	0.0120056497175141	0.0141242937853107	0.0310734463276836	0.0190677966101695	0.0218926553672316	0.0190677966101695	0.018361581920904	0.00988700564971751	NA	0.0120056497175141	0.0338983050847458	0.0360169491525424	0.0317796610169492	0.0225988700564972	0.0148305084745763	NA	0.0112994350282486	0.00353107344632768	0.00353107344632768	0.0077683615819209	0.0324858757062147	0.0112994350282486	0.0141242937853107	0.00918079096045198	0.0120056497175141	0.0268361581920904	0.0162429378531073	0.0218926553672316	0.0134180790960452	0.019774011299435	NA	NA	0.00918079096045198	0.0409604519774011	0.0388418079096045	0.0233050847457627	0.0211864406779661	0.0134180790960452	0.0134180790960452	0.00706214689265537	0.0282485875706215	0.00494350282485876	0.0261299435028249
2015-02-18	NA	0.0154539600772698	0.0077269800386349	0.0708306503541533	0.00579523502897617	NA	NA	0.00965872504829363	0.0386349001931745	0.0193174500965873	0.00901481004507405	0.0109465550547328	0.0135222150676111	0.0309079201545396	0.0225370251126851	0.0135222150676111	0.0199613650998068	0.0296200901481005	0.0173857050869285	0.021249195106246	0.0238248551191243	0.0199613650998068	0.00386349001931745	NA	0.0115904700579523	0.0276883451384417	0.0328396651641983	0.0367031551835158	0.0251126851255634	0.0103026400515132	NA	0.00837089504185447	0.00321957501609787	0.00193174500965873	0.0115904700579523	0.0399227301996136	0.0141661300708307	0.0148100450740502	0.00579523502897617	0.0173857050869285	0.0270444301352222	0.0128783000643915	0.0264005151320026	0.00837089504185447	0.0231809401159047	NA	NA	0.00965872504829363	0.0392788151963941	0.0328396651641983	0.021249195106246	0.0206052801030264	0.0199613650998068	0.00901481004507405	0.00837089504185447	0.0373470701867354	0.0103026400515132	0.0283322601416613
2015-02-25	NA	0.0142063001852996	0.0142063001852996	0.0679431747992588	0.0111179740580605	NA	NA	0.0080296479308215	0.0395305744286597	0.0148239654107474	0.0148239654107474	0.00926497838171711	0.0185299567634342	0.0302655960469426	0.0308832612723904	0.0203829524397776	0.0117356392835083	0.0228536133415689	0.016059295861643	0.0154416306361952	0.0253242742433601	0.0166769610870908	0.0111179740580605	NA	0.00988264360716492	0.0271772699197035	0.0327362569487338	0.0296479308214948	0.0203829524397776	0.00926497838171711	NA	0.0080296479308215	0.00555898702903027	0.00308832612723904	0.00926497838171711	0.0432365657813465	0.0148239654107474	0.0142063001852996	0.00926497838171711	0.0135886349598518	0.0290302655960469	0.0154416306361952	0.0222359481161211	0.00617665225447807	0.0228536133415689	NA	NA	0.0086473131562693	0.0413835701050031	0.0284126003705991	0.0265596046942557	0.0179122915379864	0.0216182828906733	0.0135886349598518	0.00370599135268684	0.0370599135268684	0.00741198270537369	0.0345892526250772
